Id,SalePrice
1461,128523.115
1462,155006.658333
1463,178722.308393
1464,180968.475
1465,198778.60625
1466,183565.9675
1467,170510.80519
1468,174807.253571
1469,184349.786655
1470,118978.3675
1471,195131.6905
1472,93705.5683333
1473,95282.6382143
1474,153203.991429
1475,136084.499405
1476,390492.627726
1477,249478.196167
1478,307123.37619
1479,236914.129583
1480,453279.02806
1481,303702.781083
1482,206981.952202
1483,176112.6885
1484,174502.903643
1485,170662.511137
1486,200685.29119
1487,332324.13581
1488,238525.478333
1489,208139.912857
1490,196842.692976
1491,190921.180893
1492,95254.1994167
1493,171711.272083
1494,287884.827488
1495,304568.216333
1496,223620.809167
1497,186006.885655
1498,151374.692917
1499,151708.876083
1500,152918.642917
1501,175012.129226
1502,156227.206333
1503,311935.162571
1504,236773.695905
1505,215957.118167
1506,177663.680071
1507,226164.834107
1508,194165.901098
1509,161511.724107
1510,150263.877619
1511,148664.595952
1512,168097.071905
1513,146568.758389
1514,160151.011548
1515,180442.699262
1516,162755.931833
1517,153655.094702
1518,128647.75381
1519,227042.951
1520,136450.248512
1521,142434.385119
1522,166962.465167
1523,113301.673881
1524,122961.942619
1525,126350.992381
1526,129831.220833
1527,98552.04325
1528,128495.323952
1529,144875.223595
1530,167667.143452
1531,127007.351726
1532,108766.116429
1533,152730.732702
1534,115041.546548
1535,160627.510833
1536,119101.040655
1537,78615.555
1538,188789.754762
1539,243239.036429
1540,112315.785238
1541,156854.457
1542,145292.672833
1543,223949.702976
1544,78047.8990714
1545,104859.015
1546,126794.33744
1547,140480.183
1548,139943.896238
1549,113982.343869
1550,142728.827905
1551,119025.72619
1552,150234.239024
1553,148231.656845
1554,111595.051929
1555,173674.706667
1556,98757.5527619
1557,122086.55231
1558,91602.9686905
1559,117708.232333
1560,154594.560298
1561,153901.8075
1562,128411.132143
1563,123904.691667
1564,163659.785405
1565,158206.404988
1566,216942.515024
1567,76161.3639881
1568,223809.095238
1569,148675.151119
1570,124150.3525
1571,134449.819798
1572,146943.85
1573,243438.817619
1574,114893.000714
1575,207614.06
1576,211712.489286
1577,206330.722024
1578,150931.925119
1579,143204.805952
1580,191182.947024
1581,140720.4
1582,128178.427778
1583,341979.497845
1584,240500.183238
1585,140614.197071
1586,72220.2704167
1587,105320.779048
1588,145971.033298
1589,102151.816393
1590,133889.998016
1591,108411.893452
1592,125509.622381
1593,118834.4875
1594,135918.302726
1595,120227.656786
1596,229047.874139
1597,165591.529333
1598,183555.438333
1599,214396.175536
1600,193568.792369
1601,79191.7096786
1602,116705.027321
1603,98391.12675
1604,282968.977238
1605,254779.244
1606,169233.668048
1607,166173.561667
1608,212458.111433
1609,200161.772095
1610,158541.295226
1611,151060.625048
1612,159075.871417
1613,168156.316667
1614,124181.680952
1615,87994.0940476
1616,82679.5116667
1617,87645.5715476
1618,127697.466071
1619,131206.833929
1620,148572.053583
1621,140907.406393
1622,146497.136119
1623,296402.682433
1624,211553.460833
1625,129795.134881
1626,170281.720714
1627,187680.133333
1628,284283.317524
1629,174369.832952
1630,348125.14294
1631,221466.172143
1632,251100.485536
1633,166031.464577
1634,181428.958333
1635,177823.63631
1636,158981.338167
1637,180147.39111
1638,216235.791071
1639,177437.864238
1640,251660.06
1641,176924.049167
1642,223840.806548
1643,228109.876726
1644,227100.462
1645,179177.493286
1646,152142.99619
1647,161388.881131
1648,139669.681905
1649,139455.380417
1650,121216.55119
1651,121502.231905
1652,93243.8107143
1653,96826.0279762
1654,152843.575595
1655,153889.736905
1656,150345.203095
1657,152388.596429
1658,150690.895
1659,136631.907571
1660,145276.042738
1661,433854.267202
1662,396060.510643
1663,376847.507667
1664,440261.077143
1665,316704.802548
1666,335333.95556
1667,364510.353833
1668,329511.891161
1669,302133.719583
1670,336787.249583
1671,266668.92781
1672,474201.561024
1673,305628.629952
1674,247238.857262
1675,186793.560917
1676,192289.966917
1677,213743.943762
1678,456356.954833
1679,374853.084917
1680,323888.330202
1681,269662.037476
1682,303412.1875
1683,184804.239821
1684,172083.38369
1685,172644.650452
1686,167922.568631
