Id,SalePrice
1461,137901.915
1462,151927.1275
1463,161400.3
1464,186686.71
1465,208322.785
1466,178114.245
1467,191583.5725
1468,173670.68
1469,195368.505
1470,120976.705
1471,199658.715
1472,101076.0725
1473,102477.09
1474,143087.666667
1475,146042.5875
1476,447050.9875
1477,270152.9625
1478,334414.3775
1479,263541.5625
1480,377419.8925
1481,348743.99
1482,216226.8475
1483,180357.775
1484,197742.745
1485,199897.2775
1486,195565.7925
1487,379265.6425
1488,220492.6175
1489,222993.1525
1490,197738.2
1491,204356.6175
1492,110005.2825
1493,211234.92
1494,301550.3925
1495,301222.4625
1496,195420.465
1497,169897.76
1498,150756.3325
1499,156590.4125
1500,162901.3025
1501,167725.4075
1502,169902.805
1503,362096.075
1504,270043.6125
1505,232722.5125
1506,192551.79
1507,205673.12
1508,192911.5525
1509,160758.625
1510,152237.855
1511,149597.11
1512,167293.045
1513,158927.0
1514,158562.73
1515,140087.9
1516,176237.1825
1517,157786.455
1518,132901.52
1519,224513.56
1520,132950.585
1521,130821.1
1522,161785.93
1523,115890.1825
1524,129466.405
1525,141378.65
1526,134501.02
1527,112284.975
1528,137879.3125
1529,133223.645
1530,185226.975
1531,99958.24
1532,102318.17
1533,134322.27
1534,122273.8725
1535,135026.53
1536,126422.2925
1537,92334.6275
1538,256915.0075
1539,268448.0775
1540,102299.1525
1541,140307.2025
1542,116734.1475
1543,170640.1075
1544,86493.865
1545,118292.125
1546,134908.6075
1547,120437.725
1548,123995.3125
1549,127610.0325
1550,124486.1825
1551,110690.175
1552,119352.75
1553,143097.7175
1554,108860.305
1555,147014.7925
1556,98768.0725
1557,116313.435
1558,115391.9525
1559,83788.755
1560,126732.085
1561,124549.1925
1562,131086.6675
1563,128925.915
1564,136742.125
1565,138118.6
1566,262707.165
1567,95293.4275
1568,215207.455
1569,112876.655
1570,149239.5375
1571,106096.185
1572,141759.5625
1573,224850.435
1574,141562.7025
1575,207865.0475
1576,198370.7625
1577,201046.53
1578,185094.1875
1579,145681.2075
1580,201187.675
1581,154764.1875
1582,131865.635
1583,286565.8575
1584,234400.86
1585,139858.245833
1586,88561.76
1587,122959.4025
1588,136831.435
1589,106973.64
1590,125004.355
1591,101487.3725
1592,120813.1025
1593,151857.25
1594,123006.6275
1595,101436.835
1596,205671.81
1597,154873.3375
1598,230498.39
1599,215478.155
1600,201319.7525
1601,67514.82
1602,124586.94
1603,102169.8175
1604,259241.28
1605,301094.235
1606,167233.125
1607,195333.94
1608,237028.575
1609,208450.6375
1610,155491.655
1611,144309.92
1612,146806.5925
1613,158095.005
1614,112968.7925
1615,85719.395
1616,82816.465
1617,90061.27
1618,124759.6775
1619,165536.75
1620,156315.505
1621,136908.275
1622,146959.0825
1623,262759.0475
1624,201420.17
1625,136893.1725
1626,184441.245
1627,183782.9675
1628,251135.3475
1629,175289.3475
1630,261718.6325
1631,234139.8525
1632,238739.7025
1633,181112.27
1634,181807.385
1635,180917.6825
1636,165925.7875
1637,181103.6125
1638,212532.515
1639,174223.825
1640,212162.4175
1641,170483.46
1642,203930.9675
1643,221936.85
1644,232216.52
1645,174368.6875
1646,175272.56
1647,171364.7875
1648,122004.5125
1649,131651.585
1650,126637.335
1651,129451.94
1652,96670.0
1653,103378.75
1654,142735.083333
1655,167504.4925
1656,142587.416667
1657,146764.916667
1658,141933.925833
1659,149810.3125
1660,148860.6325
1661,383605.6325
1662,377613.9275
1663,356638.9925
1664,401321.29
1665,342620.005
1666,325805.5225
1667,369810.975
1668,343479.275
1669,341173.705
1670,424540.615
1671,261626.87
1672,393683.2925
1673,296839.515
1674,281103.675
1675,174452.5475
1676,183358.12
1677,203049.565
1678,414200.3725
1679,298952.2325
1680,324013.5425
1681,295118.67
1682,336199.2325
1683,193528.545
1684,190669.27
1685,172450.5
1686,166465.7025
1687,179437.245
1688,192655.555
1689,198098.1175
1690,194474.3275
1691,198080.9925
1692,281572.24
1693,178953.0225
1694,185312.695
1695,171877.635
1696,264750.365
1697,177299.2775
1698,295329.41
1699,297946.375
1700,250458.6875
1701,292927.1575
1702,256076.7225
1703,244943.815
1704,298460.71
1705,247749.25
1706,322346.9025
1707,214692.61
1708,231709.655
1709,355713.51
1710,218545.87
1711,289197.18
1712,233782.1525
1713,256074.5825
1714,220936.3425
1715,202845.4575
1716,218209.8125
1717,191906.53
1718,118033.0625
1719,205475.8525
1720,244106.68
1721,228781.97
1722,114531.605
1723,171912.2175
1724,205227.445
1725,214427.8125
1726,171700.0125
1727,158428.24
1728,204038.11
1729,170453.015
1730,152894.55
1731,131457.9
1732,145028.83
1733,121209.825
1734,131121.7975
1735,133584.52
1736,126990.87
1737,358942.0475
1738,225073.015
1739,173850.51
1740,169828.1775
1741,167701.8525
1742,169199.555
1743,176959.9975
1744,324949.1675
1745,226538.7275
1746,222285.0375
1747,229337.675
1748,201414.35
1749,154037.34
1750,137526.35
1751,218953.995
1752,121886.1575
1753,136541.135
1754,180317.9475
1755,181798.5
1756,130078.5525
1757,126922.3925
1758,124139.0975
1759,164841.955
1760,154447.1375
1761,145240.9125
1762,148599.325
1763,170319.805
1764,127548.9025
1765,161835.35
1766,184019.435
1767,216410.7625
1768,137642.7075
1769,195627.0175
1770,154824.835
1771,131603.57
1772,132597.3725
1773,122901.1275
1774,136551.02
1775,131320.6075
1776,125499.335
1777,124397.5625
1778,122322.99
1779,126483.105
1780,199283.825
1781,123296.5825
1782,95179.91
1783,157601.95
1784,109719.6325
1785,111242.02
1786,124320.58
1787,171738.51
1788,69459.79
1789,116954.2
1790,87828.8025
1791,164485.0
1792,148420.645
1793,159137.955
1794,152696.5875
1795,139915.48
1796,139578.8725
1797,139882.48
1798,131041.77
1799,121743.8025
1800,133050.79
1801,123331.895
1802,148787.52
1803,143597.75
1804,139846.3625
1805,129926.1975
1806,107483.495
1807,173315.3
1808,132548.6675
1809,126157.34
1810,117905.4825
1811,92215.065
1812,107964.75
1813,112681.9425
1814,102639.6575
1815,70682.955
1816,111094.73
1817,109461.0
1818,135050.75
1819,121144.0975
1820,64504.375
1821,109940.515
1822,168489.3625
1823,74549.18
1824,122058.04
1825,124138.3625
1826,108370.915
1827,109697.505
1828,120883.3425
1829,119147.8925
1830,145521.1
1831,179569.21
1832,93198.805
1833,128405.3125
1834,123003.5375
1835,155601.1925
1836,114967.4225
1837,77212.9425
1838,141254.87
1839,92451.2525
1840,166006.25
1841,158724.9875
1842,108633.0
1843,137734.15
1844,150279.75
1845,149476.8675
1846,168159.745
1847,150730.17
1848,70728.5875
1849,125079.4675
1850,122568.065
1851,124930.1875
1852,128519.1375
1853,121489.4925
1854,185537.42
1855,158056.0175
1856,229299.8225
1857,131004.6975
1858,139355.2075
1859,121360.83
1860,140584.8
1861,121264.9075
1862,278441.8675
1863,256142.1875
1864,256496.9375
1865,363996.335
1866,338523.44
1867,293989.7025
1868,285582.4175
1869,202706.2975
1870,305895.415
1871,252065.3525
1872,177185.385
1873,255738.7
1874,139945.2225
1875,215425.1675
1876,192541.43
1877,216520.3375
1878,223871.0
1879,142745.79
1880,133111.095
1881,294612.7475
1882,265431.7825
1883,196520.265
1884,227396.295
1885,255159.505
1886,269769.035
1887,202836.9075
1888,291066.8325
1889,178430.0075
1890,122198.9875
1891,147110.755
1892,108252.96
1893,125437.0725
1894,122820.83
1895,123330.205
1896,119074.1575
1897,113876.67
1898,111750.91
1899,151848.355
1900,172116.575
1901,137294.125
1902,145541.92
1903,173161.3975
1904,138273.3625
1905,202862.81
1906,167391.08
1907,186629.015
1908,130866.33
1909,145174.4725
1910,128997.9575
1911,207589.385
1912,282763.31
1913,141183.72
1914,85097.28
1915,307570.6625
1916,82169.64
1917,264802.98
1918,147955.625
1919,161555.325
