Id,SalePrice
1461,128806.59695
1462,152276.314021
1463,173087.542076
1464,185297.468565
1465,188169.787522
1466,181577.8037
1467,174919.454262
1468,177387.584214
1469,180289.209788
1470,115620.362166
1471,194819.947438
1472,90744.7663881
1473,90380.5869439
1474,146241.859
1475,120613.377558
1476,374832.914484
1477,238247.368808
1478,303068.625547
1479,256430.261489
1480,483633.348619
1481,311046.722258
1482,204122.156186
1483,182673.148352
1484,157253.293628
1485,177792.698462
1486,203103.062968
1487,345280.334552
1488,244554.332708
1489,191879.263483
1490,211853.952078
1491,189005.240844
1492,106310.290151
1493,160871.473524
1494,283809.615021
1495,290873.443671
1496,215683.162654
1497,181489.863558
1498,155124.820195
1499,155393.053275
1500,157475.591691
1501,172166.365111
1502,130509.744447
1503,265940.309317
1504,224885.67472
1505,226181.97183
1506,189044.812114
1507,260496.131914
1508,193243.955642
1509,160876.286225
1510,147819.368312
1511,149798.372101
1512,160334.832204
1513,156187.510347
1514,157771.051625
1515,200962.811313
1516,177814.635241
1517,155536.114924
1518,135114.968337
1519,219794.367013
1520,135569.30005
1521,142472.760138
1522,166567.739317
1523,113574.934814
1524,127045.081073
1525,132494.349718
1526,129545.964985
1527,104252.765734
1528,132515.508969
1529,143143.332353
1530,163667.470891
1531,131139.302065
1532,104869.50052
1533,146884.319791
1534,131992.522821
1535,166633.278688
1536,126005.000234
1537,66585.099255
1538,172168.344165
1539,193485.17534
1540,119513.327984
1541,139534.738884
1542,142078.72995
1543,210428.532778
1544,85156.482522
1545,111521.345521
1546,128641.881993
1547,132699.042013
1548,126184.355835
1549,107084.512318
1550,139353.787785
1551,117954.03809
1552,146946.784575
1553,150016.466541
1554,123610.593928
1555,173671.131436
1556,118320.096658
1557,110435.099489
1558,95376.731134
1559,116448.049682
1560,150574.61795
1561,143884.450428
1562,128712.280344
1563,118586.143604
1564,155544.607664
1565,142355.815131
1566,221513.115515
1567,77100.6416557
1568,217432.255294
1569,151488.567991
1570,139597.30448
1571,129510.663492
1572,144607.970549
1573,242968.465488
1574,122841.780198
1575,213505.243414
1576,213594.396171
1577,192594.044067
1578,137195.240369
1579,140125.217914
1580,182850.164108
1581,138160.423686
1582,129099.114135
1583,338864.372507
1584,238443.816936
1585,142205.253193
1586,72389.8985211
1587,114847.375654
1588,145838.529143
1589,100655.885469
1590,133564.541194
1591,107854.837412
1592,117977.343633
1593,122799.650506
1594,113626.689377
1595,129686.620394
1596,240613.367285
1597,164720.222628
1598,194384.613307
1599,153539.943087
1600,177380.671798
1601,63067.8022796
1602,109269.828507
1603,106886.705593
1604,286767.273853
1605,255785.769371
1606,168135.008235
1607,198788.304405
1608,218834.318463
1609,182829.450063
1610,165047.223715
1611,149576.749167
1612,188113.746255
1613,175104.459617
1614,125617.706318
1615,90686.5395835
1616,81999.4716145
1617,93675.0685626
1618,126941.894593
1619,136139.612639
1620,171829.049468
1621,155311.669265
1622,135134.806096
1623,277747.671663
1624,211550.252856
1625,124925.563937
1626,161116.574916
1627,181711.796933
1628,261794.277683
1629,175297.410465
1630,361917.026348
1631,205288.282752
1632,246140.166138
1633,173724.811113
1634,182822.044054
1635,178128.880871
1636,173296.607701
1637,183456.594039
1638,207864.535
1639,176843.585368
1640,256839.89215
1641,175779.226369
1642,225470.365808
1643,233497.260784
1644,228227.169995
1645,176208.889462
1646,154917.563443
1647,154717.586856
1648,137314.613305
1649,137238.558311
1650,121934.855089
1651,123063.14246
1652,92949.3266821
1653,98410.2698228
1654,156552.478244
1655,135581.908794
1656,152882.139677
1657,154383.753996
1658,151564.44358
1659,123672.209816
1660,153734.813703
1661,486601.560946
1662,377563.955344
1663,383186.195048
1664,505926.639048
1665,315952.831243
1666,345088.147139
1667,363736.480588
1668,330813.211862
1669,298450.911074
1670,328645.588427
1671,265225.018483
1672,457110.035334
1673,286527.237884
1674,250088.030023
1675,192609.392972
1676,194113.650687
1677,216105.404233
1678,467609.558
1679,384538.246704
1680,314301.826309
1681,259387.892276
1682,313705.792456
1683,189222.987953
1684,175963.21896
1685,176031.602757
1686,170593.788754
1687,172730.004487
1688,185077.014813
1689,186088.537848
1690,183324.120032
1691,179205.843426
1692,260362.003429
1693,174291.269108
1694,179411.223566
1695,173626.163562
1696,285106.417203
1697,145497.05256
1698,342313.310378
1699,312502.288411
1700,249352.712348
1701,259343.893721
1702,245833.051748
1703,249676.906789
1704,290867.702165
1705,224966.982979
1706,485945.325439
1707,223829.344994
1708,208752.188905
1709,272768.47116
1710,227981.657986
1711,258148.45891
1712,243621.757176
1713,262304.262601
1714,217542.793279
1715,200671.806247
1716,181696.178217
1717,153548.782373
1718,140854.948169
1719,206884.041013
1720,230037.401143
1721,151388.2498
1722,120008.490043
1723,152094.290773
1724,219222.939116
1725,230753.058919
1726,195783.670477
1727,180903.904106
1728,183423.065467
1729,171920.597985
1730,146270.422197
1731,125625.34373
1732,133932.50683
1733,121184.720427
1734,130027.615395
1735,135183.81754
1736,119667.15981
1737,361959.031695
1738,214539.455592
1739,333242.977184
1740,214658.321369
1741,188558.819037
1742,167781.600523
1743,174307.502072
1744,309172.243042
1745,219443.618798
1746,211925.695266
1747,212055.686831
1748,224420.539939
1749,155812.992182
1750,142583.16499
1751,241364.384351
1752,123454.366908
1753,143276.323406
1754,202800.616104
1755,176700.690972
1756,119761.877356
1757,122439.978304
1758,148363.17573
1759,175181.807363
1760,161002.344232
1761,157769.636774
1762,165905.255446
1763,172732.760794
1764,116911.489759
1765,172989.445705
1766,163325.678521
1767,234843.578774
1768,140367.463664
1769,158260.988421
1770,143047.598639
1771,135824.138408
1772,144510.02932
1773,138034.23241
1774,157690.52783
1775,132817.103036
1776,119267.002453
1777,120182.45745
1778,133557.006176
1779,112788.162729
1780,168318.517235
1781,131769.166804
1782,87209.0184277
1783,137029.684488
1784,108395.306669
1785,123684.948716
1786,144463.408392
1787,174791.257191
1788,57489.605424
1789,103125.109275
1790,81103.299553
1791,206694.220326
1792,150720.648676
1793,135822.980096
1794,145331.332775
1795,145471.011111
1796,124156.326368
1797,126949.479008
1798,126427.846667
1799,115159.31633
1800,136826.367793
1801,128060.284025
1802,145127.693813
1803,149608.594489
1804,144298.862578
1805,137550.161011
1806,125079.17803
1807,143652.206745
1808,125810.794041
1809,116561.9947
1810,146780.39347
1811,105063.196069
1812,107688.919387
1813,124974.177158
1814,100773.19831
1815,56598.0465079
1816,104384.193716
1817,108943.373525
1818,153293.951661
1819,126849.596306
1820,77915.1364178
1821,122625.603724
1822,148258.538137
1823,62471.6800944
1824,129031.839181
1825,143449.929474
1826,103638.712446
1827,114960.451847
1828,133971.378205
1829,118550.527243
1830,147555.737812
1831,155777.340183
1832,119058.899405
1833,139005.469112
1834,127192.797157
1835,144674.935165
1836,132001.493319
1837,101459.605035
1838,136839.903111
1839,91315.4872755
1840,169220.59937
1841,155342.531496
1842,87193.9663109
1843,144606.238825
1844,132337.860504
1845,154407.877557
1846,155365.285019
1847,173406.069607
1848,59092.1058333
1849,115861.534217
1850,122695.330322
1851,154622.736196
1852,127770.295248
1853,130029.080264
1854,151585.59041
1855,179860.569119
1856,235424.1693
1857,151590.879626
1858,134436.66673
1859,121584.24791
1860,166497.179961
1861,121378.242434
1862,363129.716917
1863,358292.792393
1864,358292.792393
1865,327463.589256
1866,339037.952486
