Id,SalePrice
1461,137799.879851
1462,150573.939732
1463,160796.101655
1464,185854.049663
1465,209056.763214
1466,176617.142583
1467,194656.083512
1468,172975.51044
1469,197220.285726
1470,120647.310014
1471,200540.649548
1472,101540.738452
1473,103441.918155
1474,142912.916667
1475,146312.016071
1476,460192.104994
1477,269746.854018
1478,334055.887958
1479,258457.792536
1480,374777.421256
1481,351121.902607
1482,218854.62131
1483,182182.755667
1484,195874.76806
1485,199077.517095
1486,193646.479226
1487,380843.85919
1488,227484.857381
1489,222363.085506
1490,199584.204927
1491,205363.477071
1492,111467.582815
1493,208352.900972
1494,303492.245292
1495,302462.661958
1496,196218.929851
1497,169992.859375
1498,151791.446679
1499,156990.68325
1500,161975.583756
1501,166920.746006
1502,168022.246607
1503,358743.528929
1504,276715.17303
1505,235348.989238
1506,189775.731607
1507,203486.807556
1508,194673.096476
1509,157985.990411
1510,153573.249435
1511,150415.995893
1512,166750.865655
1513,157145.338988
1514,161789.268333
1515,141074.167095
1516,174393.644
1517,158344.167808
1518,133292.389
1519,226209.310321
1520,133292.411071
1521,128384.862381
1522,160428.849583
1523,113240.129095
1524,130525.905
1525,141216.834077
1526,133990.260179
1527,110977.094792
1528,138549.051458
1529,132985.630685
1530,188494.045833
1531,98214.9564345
1532,101058.692738
1533,135741.661143
1534,122204.742634
1535,135851.280536
1536,128157.966339
1537,91712.9775476
1538,259503.373687
1539,272487.494319
1540,103859.524286
1541,142561.804762
1542,116715.31119
1543,172525.694762
1544,84123.0756994
1545,116642.439583
1546,136349.76119
1547,119883.595881
1548,124033.184583
1549,128088.661042
1550,124361.713101
1551,108211.444167
1552,118157.829048
1553,145381.61494
1554,105806.82675
1555,144810.70997
1556,98137.50625
1557,116036.221141
1558,116297.55056
1559,84541.4643472
1560,124561.638833
1561,122251.106321
1562,131321.965881
1563,128753.071905
1564,136214.988238
1565,142447.538601
1566,265134.686766
1567,96021.0671369
1568,213998.738911
1569,110133.154786
1570,148706.087302
1571,105261.023542
1572,140554.332847
1573,226200.79625
1574,143654.344464
1575,210209.450238
1576,200904.110417
1577,201714.214792
1578,182763.286756
1579,143358.127113
1580,200014.995756
1581,153586.957381
1582,134207.616012
1583,287920.417333
1584,234847.275292
1585,140315.84375
1586,89723.5883036
1587,121922.941161
1588,136121.575357
1589,104810.794565
1590,124662.626655
1591,103156.360744
1592,119188.634435
1593,150345.915298
1594,118203.658042
1595,102025.922778
1596,204387.138889
1597,155548.686179
1598,237778.224226
1599,220103.441815
1600,199949.098006
1601,67128.9203571
1602,125381.163036
1603,102257.014256
1604,255413.200298
1605,303779.976696
1606,166422.371726
1607,196758.959798
1608,237891.542183
1609,210991.927589
1610,153517.428363
1611,144626.553036
1612,147020.588244
1613,157484.218839
1614,113385.394524
1615,85098.9386607
1616,83349.354256
1617,89133.8383333
1618,125660.567152
1619,165253.104167
1620,156742.097589
1621,136130.066643
1622,147354.175744
1623,269915.818875
1624,203875.34748
1625,134297.158423
1626,184792.12006
1627,183219.209048
1628,253200.638363
1629,173453.121024
1630,261022.066679
1631,234074.549089
1632,247054.584712
1633,179894.469149
1634,183470.961964
1635,181897.279815
1636,166737.157369
1637,180791.938214
1638,212936.390242
1639,174115.197401
1640,210358.875
1641,169081.40544
1642,204465.962542
1643,224721.045506
1644,235689.896433
1645,174875.370238
1646,175365.629167
1647,169512.276649
1648,122193.847738
1649,132476.025893
1650,126658.752145
1651,129083.684752
1652,97180.8752381
1653,105141.026548
1654,143424.759524
1655,166409.053929
1656,142920.005952
1657,147348.980952
1658,141514.583869
1659,150859.972024
1660,150525.424345
1661,379952.580429
1662,389539.356137
1663,361174.023548
1664,389374.909667
1665,345863.421583
1666,320234.569848
1667,367433.487042
1668,344850.583107
1669,341195.730607
1670,422536.949896
1671,261620.9815
1672,383807.615601
1673,298593.478738
1674,280616.226294
1675,174457.982411
1676,182400.350262
1677,203577.657604
1678,412500.533143
1679,295781.056089
1680,328659.510548
1681,290069.993696
1682,339049.897274
1683,192045.147923
1684,190519.978375
1685,171865.741869
1686,168050.520893
1687,177917.846711
1688,191214.194732
1689,200667.736208
1690,193139.360843
1691,197903.787177
1692,280963.233679
1693,177098.504286
1694,186471.878595
1695,172270.798482
1696,261672.591891
1697,177917.264583
1698,297366.903452
1699,298699.868768
1700,250547.731006
1701,294595.650137
1702,251701.362598
1703,243354.36756
1704,298649.508268
1705,244754.931597
1706,326221.730274
1707,213409.437726
1708,228147.541738
1709,357267.492018
1710,222056.836339
1711,289429.405649
1712,235582.147758
1713,256929.02806
1714,221343.627149
1715,204211.376637
1716,216415.409881
1717,191576.614607
1718,121465.04246
1719,208275.166521
1720,244292.031722
1721,230877.166792
1722,113156.574048
1723,170328.965238
1724,207087.123756
1725,217866.664875
1726,172004.707917
1727,157853.126696
1728,205640.292827
1729,170286.498185
1730,154127.434821
1731,132638.235738
1732,145028.051607
1733,121636.279018
1734,131678.701548
1735,135179.366458
1736,127762.371488
1737,355842.652512
1738,225112.893286
1739,175861.904857
1740,169073.11553
1741,168367.415548
1742,167990.776714
1743,177422.591667
1744,331235.995774
1745,225542.671548
1746,222409.931077
1747,222818.401714
1748,198697.395238
1749,153757.461875
1750,136935.375179
1751,220330.326845
1752,122627.127976
1753,138436.498988
1754,180784.510476
1755,184007.97125
1756,127926.963806
1757,127421.247976
1758,124912.964655
1759,162652.988571
1760,155298.951369
1761,144597.275595
1762,147249.792292
1763,169933.239762
1764,128291.027619
1765,162981.606548
1766,183815.138929
1767,217940.661905
1768,138296.449226
1769,195213.382133
1770,153205.459375
1771,131937.661782
1772,133594.417506
1773,123395.210645
1774,138924.336161
1775,130948.64006
1776,125762.142679
1777,124696.652738
1778,123560.948452
1779,125589.670833
1780,198203.73503
1781,121751.604345
1782,95076.9108452
1783,159272.300268
1784,107227.156786
1785,110017.077649
1786,125425.195726
